	input_form	input_syll	input_des	output_form	output_syll	output_des	input_index	output_index	change_sequences
1153	geopolitică	ge.o.po.l'i.ti.că	ă	geopolitici	ge.o.po.l'i.tici	i	135840	135832	^/^ g/g e/e o/o p/p o/o l/l 'i/'i t/t i/i c/c $/$
1154	plopuț	plo.p'uț		plopuți	plo.p'uți	i	222243	222244	^/^ p/p l/l o/o p/p 'u/'u ț/ț $/$
1155	desemn	de.s'emn		desemne	de.s'em.ne	e	98609	98651	^/^ d/d e/e s/s 'e/'e m/m n/n $/$
1156	desemn	de.s'emn		desemnuri	de.s'em.nuri	uri	98609	98661	^/^ d/d e/e s/s 'e/'e m/m n/n $/$
1157	actualizare	ac.tu.a.li.z'a.re	e	actualizări	ac.tu.a.li.z'ări	i	20883	20932	^/^ a/a c/c t/t u/u a/a l/l i/i z/z 'a/'ă r/r $/$
1158	tâmpenie	tâm.p'e.ni.e	e	tâmpenii	tâm.p'e.nii	i	298723	298725	^/^ t/t â/â m/m p/p 'e/'e n/n i/i $/$
1159	nonintervenție	no.nin.ter.v'en.ți.e	e	nonintervenții	no.nin.ter.v'en.ții	i	201514	201516	^/^ n/n o/o n/n i/i n/n t/t e/e r/r v/v 'e/'e n/n ț/ț i/i $/$
1160	sigillaria	si.gi.ll'a.ri.a	a	sigillarii	si.gi.ll'a.rii	i	269200	269202	^/^ s/s i/i g/g i/i l/l l/l 'a/'a r/r i/i $/$
1161	portunealtă	port.u.ne'al.tă	ă	portunelte	port.u.n'el.te	e	225327	225328	^/^ p/p o/o r/r t/t u/u n/n e'a/'e l/l t/t $/$
1162	sitar	si.t'ar		sitari	si.t'ari	i	270991	270992	^/^ s/s i/i t/t 'a/'a r/r $/$
1163	dezordine	de.z'or.di.ne	e	dezordini	de.z'or.dini	i	103760	103762	^/^ d/d e/e z/z 'o/'o r/r d/d i/i n/n $/$
1164	valț	v'alț		valțuri	v'al.țuri	uri	303713	303716	^/^ v/v 'a/'a l/l ț/ț $/$
1165	confident	con.fi.d'ent		confidenți	con.fi.d'enți	i	74976	74986	^/^ c/c o/o n/n f/f i/i d/d 'e/'e n/n t/ț $/$
1166	actinopterigian	ac.ti.no.pte.ri.gi.'an		actinopterigieni	ac.ti.no.pte.ri.gi.'eni	i	20717	20720	^/^ a/a c/c t/t i/i n/n o/o p/p t/t e/e r/r i/i g/g i/i 'a/'e n/n $/$
1167	chef	ch'ef		chefuri	ch'e.furi	uri	63060	63113	^/^ c/c h/h 'e/'e f/f $/$
1168	timonă	ti.m'o.nă	ă	timone	ti.m'o.ne	e	291346	291340	^/^ t/t i/i m/m 'o/'o n/n $/$
1169	arahnidă	a.rah.n'i.dă	ă	arahnide	a.rah.n'i.de	e	35200	35195	^/^ a/a r/r a/a h/h n/n 'i/'i d/d $/$
1170	petrolier	pe.tro.li.'er		petroliere	pe.tro.li.'e.re	e	218321	218325	^/^ p/p e/e t/t r/r o/o l/l i/i 'e/'e r/r $/$
1171	griv	gr'iv		grivi	gr'ivi	i	139350	139351	^/^ g/g r/r 'i/'i v/v $/$
1172	continent	con.ti.n'ent		continente	con.ti.n'en.te	e	77962	77978	^/^ c/c o/o n/n t/t i/i n/n 'e/'e n/n t/t $/$
1173	manie	ma.n'i.e	e	manii	ma.n'ii	i	171777	171927	^/^ m/m a/a n/n 'i/'i $/$
1174	prerogativă	pre.ro.ga.t'i.vă	ă	prerogative	pre.ro.ga.t'i.ve	e	229722	229716	^/^ p/p r/r e/e r/r o/o g/g a/a t/t 'i/'i v/v $/$
1175	șorțuleț	șor.țu.l'eț		șorțulețe	șor.țu.l'e.țe	e	2057	2058	^/^ ș/ș o/o r/r ț/ț u/u l/l 'e/'e ț/ț $/$
1176	adăpost	a.dă.p'ost		adăposturi	a.dă.p'os.turi	uri	21352	21409	^/^ a/a d/d ă/ă p/p 'o/'o s/s t/t $/$
1177	persecutor	per.se.cu.t'or		persecutori	per.se.cu.t'ori	i	217382	217383	^/^ p/p e/e r/r s/s e/e c/c u/u t/t 'o/'o r/r $/$
1178	deșert	de.ș'ert		deșerturi	de.ș'er.turi	uri	89919	89976	^/^ d/d e/e ș/ș 'e/'e r/r t/t $/$
1179	candoare	can.do'a.re	e	candori	can.d'ori	i	57952	57955	^/^ c/c a/a n/n d/d o'a/'o r/r $/$
1180	escaladă	es.ca.l'a.dă	ă	escalade	es.ca.l'a.de	e	117365	117352	^/^ e/e s/s c/c a/a l/l 'a/'a d/d $/$
1181	indicație	in.di.c'a.ți.e	e	indicații	in.di.c'a.ții	i	150056	150059	^/^ i/i n/n d/d i/i c/c 'a/'a ț/ț i/i $/$
1182	piciorong	pi.cio.r'ong		picioroange	pi.cio.ro'an.ge	e	218721	218718	^/^ p/p i/i c/c i/i o/o r/r 'o/o'a n/n g/g $/$
1183	șuvoi	șu.v'oi		șuvoaie	șu.vo'a.ie	e	3218	3215	^/^ ș/ș u/u v/v 'o/o'a i/i $/$
1184	multiplicare	mul.ti.pli.c'a.re	e	multiplicări	mul.ti.pli.c'ări	i	183440	183491	^/^ m/m u/u l/l t/t i/i p/p l/l i/i c/c 'a/'ă r/r $/$
1185	puseu	pu.s'eu	u	puseuri	pu.s'e.uri	uri	238137	238140	^/^ p/p u/u s/s 'e/'e $/$
1186	arhistrateg	ar.hi.stra.t'eg		arhistrategi	ar.hi.stra.t'egi	i	36122	36123	^/^ a/a r/r h/h i/i s/s t/t r/r a/a t/t 'e/'e g/g $/$
1187	gafă	g'a.fă	ă	gafe	g'a.fe	e	134441	134429	^/^ g/g 'a/'a f/f $/$
1188	grijă	gr'i.jă	ă	griji	gr'iji	i	139151	139173	^/^ g/g r/r 'i/'i j/j $/$
1189	plevușcă	ple.v'uș.că	ă	plevuște	ple.v'uș.te	e	221749	221750	^/^ p/p l/l e/e v/v 'u/'u ș/ș c/t $/$
1190	plevușcă	ple.v'uș.că	ă	plevuști	ple.v'uști	i	221749	221755	^/^ p/p l/l e/e v/v 'u/'u ș/ș c/t $/$
1191	abnegație	ab.ne.g'a.ți.e	e	abnegații	ab.ne.g'a.ții	i	18172	18174	^/^ a/a b/b n/n e/e g/g 'a/'a ț/ț i/i $/$
1192	coplată	co.pl'a.tă	ă	coplăți	co.pl'ăți	i	80440	80435	^/^ c/c o/o p/p l/l 'a/'ă t/ț $/$
1193	horodincă	ho.ro.d'in.că	ă	horodinci	ho.ro.d'inci	i	143816	143810	^/^ h/h o/o r/r o/o d/d 'i/'i n/n c/c $/$
1194	aruncător	a.run.că.t'or		aruncătoare	a.run.că.to'a.re	e	37030	37027	^/^ a/a r/r u/u n/n c/c ă/ă t/t 'o/o'a r/r $/$
1195	aruncător	a.run.că.t'or		aruncători	a.run.că.t'ori	i	37030	37031	^/^ a/a r/r u/u n/n c/c ă/ă t/t 'o/'o r/r $/$
1196	ciupercă	ciu.p'er.că	ă	ciuperci	ciu.p'erci	i	66543	66538	^/^ c/c i/i u/u p/p 'e/'e r/r c/c $/$
1197	răgaz	ră.g'az		răgazuri	ră.g'a.zuri	uri	239286	239290	^/^ r/r ă/ă g/g 'a/'a z/z $/$
1198	ibovnică	i.b'ov.ni.că	ă	ibovnice	i.b'ov.ni.ce	e	145180	145166	^/^ i/i b/b 'o/'o v/v n/n i/i c/c $/$
1199	ciocnire	cioc.n'i.re	e	ciocniri	cioc.n'iri	i	65386	65388	^/^ c/c i/i o/o c/c n/n 'i/'i r/r $/$
1200	lut	l'ut		luturi	l'u.turi	uri	168728	168738	^/^ l/l 'u/'u t/t $/$
1201	sperietoare	spe.ri.e.to'a.re	e	sperietori	spe.ri.e.t'ori	i	274763	274765	^/^ s/s p/p e/e r/r i/i e/e t/t o'a/'o r/r $/$
1202	asupreală	a.su.pre'a.lă	ă	asupreli	a.su.pr'eli	i	38917	38922	^/^ a/a s/s u/u p/p r/r e'a/'e l/l $/$
1203	amărât	a.mă.r'ât		amărâți	a.mă.r'âți	i	27846	27870	^/^ a/a m/m ă/ă r/r 'â/'â t/ț $/$
1204	majestate	ma.jes.t'a.te	e	majestăți	ma.jes.t'ăți	i	170996	171013	^/^ m/m a/a j/j e/e s/s t/t 'a/'ă t/ț $/$
1205	teroare	te.ro'a.re	e	terori	te.r'ori	i	290570	290572	^/^ t/t e/e r/r o'a/'o r/r $/$
1206	ostrovuț	os.tro.v'uț		ostrovuțe	os.tro.v'u.țe	e	208796	208797	^/^ o/o s/s t/t r/r o/o v/v 'u/'u ț/ț $/$
1207	zis	z'is		ziși	z'iși	i	312870	312626	^/^ z/z 'i/'i s/ș $/$
1208	debarcader	de.bar.ca.d'er		debarcadere	de.bar.ca.d'e.re	e	90310	90311	^/^ d/d e/e b/b a/a r/r c/c a/a d/d 'e/'e r/r $/$
1209	tocilă	to.c'i.lă	ă	tocile	to.c'i.le	e	292229	292224	^/^ t/t o/o c/c 'i/'i l/l $/$
1210	cărțulie	căr.țu.l'i.e	e	cărțulii	căr.țu.l'ii	i	55661	55663	^/^ c/c ă/ă r/r ț/ț u/u l/l 'i/'i $/$
1211	dușmănie	duș.mă.n'i.e	e	dușmănii	duș.mă.n'ii	i	110985	110988	^/^ d/d u/u ș/ș m/m ă/ă n/n 'i/'i $/$
1212	răsplată	răs.pl'a.tă	ă	răsplăți	răs.pl'ăți	i	240220	240268	^/^ r/r ă/ă s/s p/p l/l 'a/'ă t/ț $/$
1213	cercel	cer.c'el		cercei	cer.c'ei	i	62240	62237	^/^ c/c e/e r/r c/c 'e/'e l/0 $/$
1214	constantinescu	con.stan.ti.n'es.cu	u	constantinesce	con.stan.ti.n'es.ce	e	76704	76702	^/^ c/c o/o n/n s/s t/t a/a n/n t/t i/i n/n 'e/'e s/s c/c $/$
1215	basarabean	ba.sa.ra.be'an		basarabeni	ba.sa.ra.b'eni	i	46161	46174	^/^ b/b a/a s/s a/a r/r a/a b/b e'a/'e n/n $/$
1216	copăcel	co.pă.c'el		copăcei	co.pă.c'ei	i	80109	80106	^/^ c/c o/o p/p ă/ă c/c 'e/'e l/0 $/$
1217	spânzură	sp'ân.zu.ră	ă	spânzuri	sp'ân.zuri	i	276128	276191	^/^ s/s p/p 'â/'â n/n z/z u/u r/r $/$
1218	manubriu	ma.n'u.briu	iu	manubrii	ma.n'u.brii	ii	172097	172093	^/^ m/m a/a n/n 'u/'u b/b r/r $/$
1219	așezare	a.șe.z'a.re	e	așezări	a.șe.z'ări	i	17480	17533	^/^ a/a ș/ș e/e z/z 'a/'ă r/r $/$
1220	longobard	lon.go.b'ard		longobarzi	lon.go.b'arzi	i	167752	167756	^/^ l/l o/o n/n g/g o/o b/b 'a/'a r/r d/z $/$
1221	sfeclă	sf'e.clă	ă	sfecle	sf'e.cle	e	268126	268120	^/^ s/s f/f 'e/'e c/c l/l $/$
1222	cinematografie	ci.ne.ma.to.gra.f'i.e	e	cinematografii	ci.ne.ma.to.gra.f'ii	i	65076	65083	^/^ c/c i/i n/n e/e m/m a/a t/t o/o g/g r/r a/a f/f 'i/'i $/$
1223	interogare	in.te.ro.g'a.re	e	interogări	in.te.ro.g'ări	i	155687	155677	^/^ i/i n/n t/t e/e r/r o/o g/g 'a/'ă r/r $/$
1224	cozoroc	co.zo.r'oc		cozoroace	co.zo.ro'a.ce	e	82383	82380	^/^ c/c o/o z/z o/o r/r 'o/o'a c/c $/$
1225	cozoroc	co.zo.r'oc		cozorocuri	co.zo.r'o.curi	uri	82383	82387	^/^ c/c o/o z/z o/o r/r 'o/'o c/c $/$
1226	baiț	b'aiț		baițuri	b'ai.țuri	uri	45188	45196	^/^ b/b 'a/'a i/i ț/ț $/$
1227	clește	cl'eș.te	e	clești	cl'ești	i	67657	67662	^/^ c/c l/l 'e/'e ș/ș t/t $/$
1228	garf	g'arf		garfuri	g'ar.furi	uri	134923	134926	^/^ g/g 'a/'a r/r f/f $/$
1229	mimare	mi.m'a.re	e	mimări	mi.m'ări	i	177808	177853	^/^ m/m i/i m/m 'a/'ă r/r $/$
1230	babalâc	ba.ba.l'âc		babalâci	ba.ba.l'âci	i	44909	44910	^/^ b/b a/a b/b a/a l/l 'â/'â c/c $/$
1231	garanție	ga.ran.ț'i.e	e	garanții	ga.ran.ț'ii	i	134779	134782	^/^ g/g a/a r/r a/a n/n ț/ț 'i/'i $/$
1232	agravat	a.gra.v'at		agravați	a.gra.v'ați	i	24698	24721	^/^ a/a g/g r/r a/a v/v 'a/'a t/ț $/$
1233	orchestrație	or.ches.tr'a.ți.e	e	orchestrații	or.ches.tr'a.ții	i	207486	207488	^/^ o/o r/r c/c h/h e/e s/s t/t r/r 'a/'a ț/ț i/i $/$
1234	armă	'ar.mă	ă	arme	'ar.me	e	36390	36466	^/^ 'a/'a r/r m/m $/$
1235	coeziune	co.e.zi.'u.ne	e	coeziuni	co.e.zi.'uni	i	69532	69535	^/^ c/c o/o e/e z/z i/i 'u/'u n/n $/$
1236	ghiold	ghi'old		ghiolduri	ghi'ol.duri	uri	136607	136610	^/^ g/g h/h i/i 'o/'o l/l d/d $/$
1237	relativitate	re.la.ti.vi.t'a.te	e	relativități	re.la.ti.vi.t'ăți	i	249569	249571	^/^ r/r e/e l/l a/a t/t i/i v/v i/i t/t 'a/'ă t/ț $/$
1238	valorificare	va.lo.ri.fi.c'a.re	e	valorificări	va.lo.ri.fi.c'ări	i	303926	303969	^/^ v/v a/a l/l o/o r/r i/i f/f i/i c/c 'a/'ă r/r $/$
1239	zaporojan	za.po.ro.j'an		zaporojeni	za.po.ro.j'eni	i	310899	310905	^/^ z/z a/a p/p o/o r/r o/o j/j 'a/'e n/n $/$
1240	încrâncenare	în.crân.ce.n'a.re	e	încrâncenări	în.crân.ce.n'ări	i	319873	319908	^/^ î/î n/n c/c r/r â/â n/n c/c e/e n/n 'a/'ă r/r $/$
1241	setcă	s'et.că	ă	setci	s'etci	i	267722	267716	^/^ s/s 'e/'e t/t c/c $/$
1242	mildiograf	mil.di.o.gr'af		mildiografe	mil.di.o.gr'a.fe	e	177477	177478	^/^ m/m i/i l/l d/d i/i o/o g/g r/r 'a/'a f/f $/$
1243	bemol	be.m'ol		bemoli	be.m'oli	i	46984	46985	^/^ b/b e/e m/m 'o/'o l/l $/$
1244	ștachetă	șta.ch'e.tă	ă	ștachete	șta.ch'e.te	e	2390	2385	^/^ ș/ș t/t a/a c/c h/h 'e/'e t/t $/$
1245	loterie	lo.te.r'i.e	e	loterii	lo.te.r'ii	i	167806	167808	^/^ l/l o/o t/t e/e r/r 'i/'i $/$
1246	lobonț	lo.b'onț		lobonți	lo.b'onți	i	167176	167177	^/^ l/l o/o b/b 'o/'o n/n ț/ț $/$
1247	agoniseală	a.go.ni.se'a.lă	ă	agoniseli	a.go.ni.s'eli	i	24589	24594	^/^ a/a g/g o/o n/n i/i s/s e'a/'e l/l $/$
1248	foc	f'oc		focuri	f'o.curi	uri	129235	129322	^/^ f/f 'o/'o c/c $/$
1249	aminoalcool	a.mi.no.al.co.'ol		aminoalcooli	a.mi.no.al.co.'oli	i	29048	29049	^/^ a/a m/m i/i n/n o/o a/a l/l c/c o/o 'o/'o l/l $/$
1250	toporâște	to.po.r'âș.te	e	toporâști	to.po.r'âști	i	292716	292718	^/^ t/t o/o p/p o/o r/r 'â/'â ș/ș t/t $/$
1251	ciocănitoare	cio.că.ni.to'a.re	e	ciocănitori	cio.că.ni.t'ori	i	65330	65336	^/^ c/c i/i o/o c/c ă/ă n/n i/i t/t o'a/'o r/r $/$
1252	căldură	căl.d'u.ră	ă	călduri	căl.d'uri	i	55014	54986	^/^ c/c ă/ă l/l d/d 'u/'u r/r $/$
1253	flămândă	flă.m'ân.dă	ă	flămânde	flă.m'ân.de	e	127997	127986	^/^ f/f l/l ă/ă m/m 'â/'â n/n d/d $/$
1254	asanare	a.sa.n'a.re	e	asanări	a.sa.n'ări	i	37256	37258	^/^ a/a s/s a/a n/n 'a/'ă r/r $/$
1255	bălăceală	bă.lă.ce'a.lă	ă	bălăceli	bă.lă.c'eli	i	44057	44058	^/^ b/b ă/ă l/l ă/ă c/c e'a/'e l/l $/$
1256	brâglă	br'â.glă	ă	brâgle	br'â.gle	e	52308	52302	^/^ b/b r/r 'â/'â g/g l/l $/$
1257	labferment	lab.fer.m'ent		labfermenți	lab.fer.m'enți	i	163078	163081	^/^ l/l a/a b/b f/f e/e r/r m/m 'e/'e n/n t/ț $/$
1258	paletă	pa.l'e.tă	ă	palete	pa.l'e.te	e	211496	211490	^/^ p/p a/a l/l 'e/'e t/t $/$
1259	luceafăr	lu.ce'a.făr		luceferi	lu.c'e.feri	i	167987	167996	^/^ l/l u/u c/c e'a/'e f/f ă/e r/r $/$
1260	elucubrație	e.lu.cu.br'a.ți.e	e	elucubrații	e.lu.cu.br'a.ții	i	115152	115154	^/^ e/e l/l u/u c/c u/u b/b r/r 'a/'a ț/ț i/i $/$
1261	radionucleu	ra.di.o.nu.cl'eu	u	radionuclee	ra.di.o.nu.cl'e.e	e	242088	242085	^/^ r/r a/a d/d i/i o/o n/n u/u c/c l/l 'e/'e $/$
1262	binecuvântare	bi.ne.cu.vân.t'a.re	e	binecuvântări	bi.ne.cu.vân.t'ări	i	48036	48080	^/^ b/b i/i n/n e/e c/c u/u v/v â/â n/n t/t 'a/'ă r/r $/$
1263	vig	v'ig		viguri	v'i.guri	uri	306607	306648	^/^ v/v 'i/'i g/g $/$
1264	infracționalitate	in.frac.țio.na.li.t'a.te	e	infracționalități	in.frac.țio.na.li.t'ăți	i	151987	151989	^/^ i/i n/n f/f r/r a/a c/c ț/ț i/i o/o n/n a/a l/l i/i t/t 'a/'ă t/ț $/$
1265	cazier	ca.zi.'er		caziere	ca.zi.'e.re	e	60877	60878	^/^ c/c a/a z/z i/i 'e/'e r/r $/$
1266	medicamentație	me.di.ca.men.t'a.ți.e	e	medicamentații	me.di.ca.men.t'a.ții	i	174407	174409	^/^ m/m e/e d/d i/i c/c a/a m/m e/e n/n t/t 'a/'a ț/ț i/i $/$
1267	viperă	v'i.pe.ră	ă	vipere	v'i.pe.re	e	307226	307220	^/^ v/v 'i/'i p/p e/e r/r $/$
1268	sponsor	sp'on.sor		sponsori	sp'on.sori	i	275408	275409	^/^ s/s p/p 'o/'o n/n s/s o/o r/r $/$
1269	cuarț	cu'arț		cuarțuri	cu'ar.țuri	uri	84946	84965	^/^ c/c u/u 'a/'a r/r ț/ț $/$
1270	îngrijire	în.gri.j'i.re	e	îngrijiri	în.gri.j'iri	i	323983	323985	^/^ î/î n/n g/g r/r i/i j/j 'i/'i r/r $/$
1271	campion	cam.pi.'on		campioni	cam.pi.'oni	i	57611	57619	^/^ c/c a/a m/m p/p i/i 'o/'o n/n $/$
1272	trând	tr'ând		trânji	tr'ânji	i	297324	297354	^/^ t/t r/r 'â/'â n/n d/j $/$
1273	blindat	blin.d'at		blindați	blin.d'ați	i	49344	49367	^/^ b/b l/l i/i n/n d/d 'a/'a t/ț $/$
1274	inspirație	ins.pi.r'a.ți.e	e	inspirații	ins.pi.r'a.ții	i	153415	153418	^/^ i/i n/n s/s p/p i/i r/r 'a/'a ț/ț i/i $/$
1275	mofluz	mo.fl'uz		mofluji	mo.fl'uji	i	180569	180565	^/^ m/m o/o f/f l/l 'u/'u z/j $/$
1276	mofluz	mo.fl'uz		mofluzi	mo.fl'uzi	i	180569	180590	^/^ m/m o/o f/f l/l 'u/'u z/z $/$
1277	criminal	cri.mi.n'al		criminali	cri.mi.n'ali	i	83564	83578	^/^ c/c r/r i/i m/m i/i n/n 'a/'a l/l $/$
1278	criminal	cri.mi.n'al		criminaluri	cri.mi.n'a.luri	uri	83564	83656	^/^ c/c r/r i/i m/m i/i n/n 'a/'a l/l $/$
1279	pichet	pi.ch'et		picheți	pi.ch'eți	i	218634	218629	^/^ p/p i/i c/c h/h 'e/'e t/ț $/$
1280	pichet	pi.ch'et		pichete	pi.ch'e.te	e	218634	218674	^/^ p/p i/i c/c h/h 'e/'e t/t $/$
1281	cultură	cul.t'u.ră	ă	culturi	cul.t'uri	i	85887	85875	^/^ c/c u/u l/l t/t 'u/'u r/r $/$
1282	piraterie	pi.ra.te.r'i.e	e	piraterii	pi.ra.te.r'ii	i	219784	219786	^/^ p/p i/i r/r a/a t/t e/e r/r 'i/'i $/$
1283	veto	v'e.to		vetouri	ve.t'o.uri	uri	305886	305889	^/^ v/v 'e/e t/t o/'o $/$
1284	literatură	li.te.ra.t'u.ră	ă	literaturi	li.te.ra.t'uri	i	166926	166920	^/^ l/l i/i t/t e/e r/r a/a t/t 'u/'u r/r $/$
1285	biceps	b'i.ceps		bicepși	b'i.cepși	i	47601	47605	^/^ b/b 'i/'i c/c e/e p/p s/ș $/$
1286	descărcătură	des.căr.că.t'u.ră	ă	descărcături	des.căr.că.t'uri	i	97414	97408	^/^ d/d e/e s/s c/c ă/ă r/r c/c ă/ă t/t 'u/'u r/r $/$
1287	dură	d'u.ră	ă	dure	d'u.re	e	111955	112041	^/^ d/d 'u/'u r/r $/$
1288	catalizator	ca.ta.li.za.t'or		catalizatori	ca.ta.li.za.t'ori	i	60151	60152	^/^ c/c a/a t/t a/a l/l i/i z/z a/a t/t 'o/'o r/r $/$
1289	deschidere	des.ch'i.de.re	e	deschideri	des.ch'i.deri	i	97654	97656	^/^ d/d e/e s/s c/c h/h 'i/'i d/d e/e r/r $/$
1290	maldăr	m'al.dăr		maldăre	m'al.dă.re	e	171201	171202	^/^ m/m 'a/'a l/l d/d ă/ă r/r $/$
1291	terapeutică	te.ra.pe.'u.ti.că	ă	terapeutici	te.ra.pe.'u.tici	i	289988	289980	^/^ t/t e/e r/r a/a p/p e/e 'u/'u t/t i/i c/c $/$
1292	potolire	po.to.l'i.re	e	potoliri	po.to.l'iri	i	226138	226140	^/^ p/p o/o t/t o/o l/l 'i/'i r/r $/$
1293	boghiu	bo.gh'iu	u	boghiuri	bo.gh'i.uri	uri	49963	49967	^/^ b/b o/o g/g h/h 'i/'i $/$
1294	cotigă	co.t'i.gă	ă	cotigi	co.t'igi	i	81985	81980	^/^ c/c o/o t/t 'i/'i g/g $/$
1295	desenare	de.se.n'a.re	e	desenări	de.se.n'ări	i	98678	98667	^/^ d/d e/e s/s e/e n/n 'a/'ă r/r $/$
1296	semifinalist	se.mi.fi.na.l'ist		semifinaliști	se.mi.fi.na.l'iști	i	266445	266455	^/^ s/s e/e m/m i/i f/f i/i n/n a/a l/l 'i/'i s/ș t/t $/$
1297	adăugire	a.dă.u.g'i.re	e	adăugiri	a.dă.u.g'iri	i	21489	21491	^/^ a/a d/d ă/ă u/u g/g 'i/'i r/r $/$
1298	șlif	șl'if		șlifuri	șl'i.furi	uri	1442	1445	^/^ ș/ș l/l 'i/'i f/f $/$
1299	minorit	mi.no.r'it		minoriți	mi.no.r'iți	i	178392	178432	^/^ m/m i/i n/n o/o r/r 'i/'i t/ț $/$
1300	sfânt	sf'ânt		sfinți	sf'inți	i	268684	268335	^/^ s/s f/f 'â/'i n/n t/ț $/$
1301	tihnă	t'ih.nă	ă	tihne	t'ih.ne	e	291228	291190	^/^ t/t 'i/'i h/h n/n $/$
1302	deal	de'al		dealuri	de'a.luri	uri	90244	90249	^/^ d/d e'a/e'a l/l $/$
1303	inspectare	ins.pec.t'a.re	e	inspectări	ins.pec.t'ări	i	153320	153370	^/^ i/i n/n s/s p/p e/e c/c t/t 'a/'ă r/r $/$
1304	vargă	v'ar.gă	ă	vărgi	v'ărgi	i	304227	303263	^/^ v/v 'a/'ă r/r g/g $/$
1305	vargă	v'ar.gă	ă	vergi	v'ergi	i	304227	305329	^/^ v/v 'a/'e r/r g/g $/$
1306	bremză	br'em.ză	ă	bremze	br'em.ze	e	51546	51540	^/^ b/b r/r 'e/'e m/m z/z $/$
1307	guguștiuc	gu.guș.ti'uc		guguștiuci	gu.guș.ti'uci	i	139802	139803	^/^ g/g u/u g/g u/u ș/ș t/t i/i 'u/'u c/c $/$
1308	canadiancă	ca.na.di.'an.că	ă	canadience	ca.na.di.'en.ce	e	57687	57698	^/^ c/c a/a n/n a/a d/d i/i 'a/'e n/n c/c $/$
1309	ordin	'or.din		ordine	'or.di.ne	e	207519	207540	^/^ 'o/'o r/r d/d i/i n/n $/$
1310	circar	cir.c'ar		circari	cir.c'ari	i	65779	65780	^/^ c/c i/i r/r c/c 'a/'a r/r $/$
1311	telecabină	te.le.ca.b'i.nă	ă	telecabine	te.le.ca.b'i.ne	e	288779	288774	^/^ t/t e/e l/l e/e c/c a/a b/b 'i/'i n/n $/$
1312	stingere	st'in.ge.re	e	stingeri	st'in.geri	i	277942	277944	^/^ s/s t/t 'i/'i n/n g/g e/e r/r $/$
1313	zdrumicătură	zdru.mi.că.t'u.ră	ă	zdrumicături	zdru.mi.că.t'uri	i	311900	311895	^/^ z/z d/d r/r u/u m/m i/i c/c ă/ă t/t 'u/'u r/r $/$
1314	creion	cre.i'on		creioane	cre.io'a.ne	e	83239	83236	^/^ c/c r/r e/e i/i 'o/o'a n/n $/$
1315	gimnaziu	gim.n'a.ziu	iu	gimnazii	gim.n'a.zi.i	ii	136884	136881	^/^ g/g i/i m/m n/n 'a/'a z/z $/$
1316	far	f'ar		faruri	f'a.ruri	uri	124442	124604	^/^ f/f 'a/'a r/r $/$
1317	contraexpertiză	con.tra.ex.per.t'i.ză	ă	contraexpertize	con.tra.ex.per.t'i.ze	e	78544	78538	^/^ c/c o/o n/n t/t r/r a/a e/e x/x p/p e/e r/r t/t 'i/'i z/z $/$
1318	cinsteț	cin.st'eț		cinsteți	cin.st'eți	i	65183	65184	^/^ c/c i/i n/n s/s t/t 'e/'e ț/ț $/$
1319	contribuabil	con.tri.bu.'a.bil		contribuabili	con.tri.bu.'a.bili	i	79151	79158	^/^ c/c o/o n/n t/t r/r i/i b/b u/u 'a/'a b/b i/i l/l $/$
1320	imbrohor	im.bro.h'or		imbrohori	im.bro.h'ori	i	146800	146801	^/^ i/i m/m b/b r/r o/o h/h 'o/'o r/r $/$
1321	pastilă	pas.t'i.lă	ă	pastile	pas.t'i.le	e	214244	214238	^/^ p/p a/a s/s t/t 'i/'i l/l $/$
1322	redută	re.d'u.tă	ă	redute	re.d'u.te	e	247165	247159	^/^ r/r e/e d/d 'u/'u t/t $/$
1323	curbă	c'ur.bă	ă	curbe	c'ur.be	e	86930	86978	^/^ c/c 'u/'u r/r b/b $/$
1324	duo	d'u.o		duouri	du.'o.uri	uri	111903	111920	^/^ d/d 'u/u o/'o $/$
1325	adversar	ad.ver.s'ar		adversari	ad.ver.s'ari	i	23097	23104	^/^ a/a d/d v/v e/e r/r s/s 'a/'a r/r $/$
1326	aparat	a.pa.r'at		aparate	a.pa.r'a.te	e	33550	33551	^/^ a/a p/p a/a r/r 'a/'a t/t $/$
1327	narodnic	na.r'od.nic		narodnici	na.r'od.nici	i	186744	186745	^/^ n/n a/a r/r 'o/'o d/d n/n i/i c/c $/$
1328	splendoare	splen.do'a.re	e	splendori	splen.d'ori	i	275301	275303	^/^ s/s p/p l/l e/e n/n d/d o'a/'o r/r $/$
1329	obârșie	o.b'âr.și.e	e	obârșii	o.b'âr.șii	i	204047	204049	^/^ o/o b/b 'â/'â r/r ș/ș i/i $/$
1330	sâsâiac	sâ.sâ.i'ac		sâsâiace	sâ.sâ.i'a.ce	e	286507	286508	^/^ s/s â/â s/s â/â i/i 'a/'a c/c $/$
1331	muzeograf	mu.ze.o.gr'af		muzeografi	mu.ze.o.gr'afi	i	184590	184598	^/^ m/m u/u z/z e/e o/o g/g r/r 'a/'a f/f $/$
1332	miliție	mi.l'i.ți.e	e	miliții	mi.l'i.ții	i	177497	177502	^/^ m/m i/i l/l 'i/'i ț/ț i/i $/$
1333	subiectivism	su.biec.ti.v'ism		subiectivisme	su.biec.ti.v'is.me	e	281062	281063	^/^ s/s u/u b/b i/i e/e c/c t/t i/i v/v 'i/'i s/s m/m $/$
